0.546768 0 0 0 0
-0.0627261 1 0 0 0
0.0182586 0 1 0 0
4.10602 0 0 1 0
-6.66103 0 0 0 1
-1.29487 2 0 0 0
0.423915 1 1 0 0
-0.406014 0 2 0 0
1.2115 1 0 1 0
0.517923 0 1 1 0
0.0423105 0 0 2 0
0.746062 1 0 0 1
-0.0821786 0 1 0 1
0.0991886 0 0 1 1
-0.457936 0 0 0 2
0.159618 3 0 0 0
-0.0594 2 1 0 0
-0.45381 1 2 0 0
-0.0433495 0 3 0 0
-1.89466 2 0 1 0
-0.585981 1 1 1 0
-0.280824 0 2 1 0
-0.288954 1 0 2 0
0.197659 0 1 2 0
0.0339172 0 0 3 0
3.77225 2 0 0 1
-0.588201 1 1 0 1
1.48359 0 2 0 1
0.754018 1 0 1 1
0.133976 0 1 1 1
0.0198949 0 0 2 1
-0.756275 1 0 0 2
-0.565881 0 1 0 2
-0.227673 0 0 1 2
0.306501 0 0 0 3
0.667124 4 0 0 0
-1.81054 3 1 0 0
2.07966 2 2 0 0
-1.17432 1 3 0 0
0.260563 0 4 0 0
3.28592 3 0 1 0
-7.09966 2 1 1 0
4.05197 1 2 1 0
-0.811862 0 3 1 0
1.22413 2 0 2 0
-2.67684 1 1 2 0
1.14445 0 2 2 0
-0.186711 1 0 3 0
0.161075 0 1 3 0
0.0120923 0 0 4 0
-4.77918 3 0 0 1
10.0878 2 1 0 1
-5.72388 1 2 0 1
1.05129 0 3 0 1
-3.51483 2 0 1 1
7.89685 1 1 1 1
-3.26747 0 2 1 1
0.643196 1 0 2 1
-0.291541 0 1 2 1
-0.196416 0 0 3 1
1.89295 2 0 0 2
-4.6845 1 1 0 2
1.78578 0 2 0 2
-0.842185 1 0 1 2
-0.0505242 0 1 1 2
0.560942 0 0 2 2
0.468847 1 0 0 3
0.199519 0 1 0 3
-0.602408 0 0 1 3
0.231048 0 0 0 4
